UNIXTime,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet,Date,Hour,Month,SecondsAfterSunRise,MinutesAfterSunRise,WindDirection_int,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Month_9,Month_10,Month_11,Month_12,Speed_2,Speed_3,Humidity_2,WindDirection_2,Pressure_2,Hour_2
1475205625,17:20:25,160.52,57,30.43,55,47.3,5.62,06:13:00,18:13:00,9/29/2016,17,9,40045.0,667.4166666666666,47.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,31.584400000000002,177.50432800000002,3025,2237.2899999999995,925.9849,289
1475205320,17:15:20,191.37,58,30.43,52,333.81,1.12,06:13:00,18:13:00,9/29/2016,17,9,39740.0,662.3333333333334,334.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.2544000000000002,1.4049280000000004,2704,111429.1161,925.9849,289
1475205020,17:10:20,207.05,58,30.43,49,41.62,4.5,06:13:00,18:13:00,9/29/2016,17,9,39440.0,657.3333333333334,42.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20.25,91.125,2401,1732.2243999999998,925.9849,289
1475204722,17:05:22,240.99,58,30.43,45,132.36,5.62,06:13:00,18:13:00,9/29/2016,17,9,39142.0,652.3666666666667,132.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,31.584400000000002,177.50432800000002,2025,17519.169600000005,925.9849,289
1475204424,17:00:24,274.83,58,30.43,41,332.09,4.5,06:13:00,18:13:00,9/29/2016,17,9,38844.0,647.4,332.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20.25,91.125,1681,110283.76809999999,925.9849,289
1475204125,16:55:25,300.94,58,30.43,55,45.88,3.37,06:13:00,18:13:00,9/29/2016,16,9,38545.0,642.4166666666666,46.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11.356900000000001,38.272753,3025,2104.9744,925.9849,256
1475203822,16:50:22,322.71,58,30.43,56,94.24,7.87,06:13:00,18:13:00,9/29/2016,16,9,38242.0,637.3666666666667,94.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,61.9369,487.44340300000005,3136,8881.177599999999,925.9849,256
1475203538,16:45:38,346.59,58,30.43,50,81.57,6.75,06:13:00,18:13:00,9/29/2016,16,9,37958.0,632.6333333333333,82.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,45.5625,307.546875,2500,6653.664899999999,925.9849,256
1475203220,16:40:20,364.18,58,30.43,49,351.03,7.87,06:13:00,18:13:00,9/29/2016,16,9,37640.0,627.3333333333334,351.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,61.9369,487.44340300000005,2401,123222.06089999998,925.9849,256
1475202941,16:35:41,368.35,58,30.43,51,78.81,5.62,06:13:00,18:13:00,9/29/2016,16,9,37361.0,622.6833333333333,79.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,31.584400000000002,177.50432800000002,2601,6211.016100000001,925.9849,256
1475202622,16:30:22,362.84,58,30.43,46,85.96,5.62,06:13:00,18:13:00,9/29/2016,16,9,37042.0,617.3666666666667,86.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,31.584400000000002,177.50432800000002,2116,7389.121599999999,925.9849,256
1475202321,16:25:21,423.9,59,30.43,48,19.78,4.5,06:13:00,18:13:00,9/29/2016,16,9,36741.0,612.35,20.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.25,91.125,2304,391.24840000000006,925.9849,256
1475202025,16:20:25,457.69,58,30.43,59,18.26,4.5,06:13:00,18:13:00,9/29/2016,16,9,36445.0,607.4166666666666,18.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.25,91.125,3481,333.42760000000004,925.9849,256
1475201723,16:15:23,511.38,58,30.43,52,69.08,3.37,06:13:00,18:13:00,9/29/2016,16,9,36143.0,602.3833333333333,69.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11.356900000000001,38.272753,2704,4772.0464,925.9849,256
1475201422,16:10:22,566.83,58,30.43,52,40.87,4.5,06:13:00,18:13:00,9/29/2016,16,9,35842.0,597.3666666666667,41.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.25,91.125,2704,1670.3568999999998,925.9849,256
1475201120,16:05:20,187.96,58,30.43,49,0.13,4.5,06:13:00,18:13:00,9/29/2016,16,9,35540.0,592.3333333333334,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.25,91.125,2401,0.016900000000000002,925.9849,256
1475200820,16:00:20,310.59,59,30.43,58,27.34,9.0,06:13:00,18:13:00,9/29/2016,16,9,35240.0,587.3333333333334,27.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,81.0,729.0,3364,747.4756,925.9849,256
1475200522,15:55:22,230.26,59,30.43,46,359.93,3.37,06:13:00,18:13:00,9/29/2016,15,9,34942.0,582.3666666666667,360.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11.356900000000001,38.272753,2116,129549.6049,925.9849,225
1475200221,15:50:21,623.31,60,30.43,46,22.18,7.87,06:13:00,18:13:00,9/29/2016,15,9,34641.0,577.35,22.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,61.9369,487.44340300000005,2116,491.9524,925.9849,225
1475199922,15:45:22,312.1,60,30.43,48,4.38,10.12,06:13:00,18:13:00,9/29/2016,15,9,34342.0,572.3666666666667,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,102.41439999999999,1036.4337279999997,2304,19.1844,925.9849,225
1475199624,15:40:24,803.72,60,30.43,44,355.03,7.87,06:13:00,18:13:00,9/29/2016,15,9,34044.0,567.4,355.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,61.9369,487.44340300000005,1936,126046.30089999999,925.9849,225
1475199319,15:35:19,671.97,60,30.42,47,0.4,7.87,06:13:00,18:13:00,9/29/2016,15,9,33739.0,562.3166666666667,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,61.9369,487.44340300000005,2209,0.16000000000000003,925.3764000000001,225
1475199020,15:30:20,670.32,60,30.42,51,53.16,4.5,06:13:00,18:13:00,9/29/2016,15,9,33440.0,557.3333333333334,53.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20.25,91.125,2601,2825.9855999999995,925.3764000000001,225
1475198721,15:25:21,679.73,60,30.42,48,353.87,9.0,06:13:00,18:13:00,9/29/2016,15,9,33141.0,552.35,354.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,81.0,729.0,2304,125223.97690000001,925.3764000000001,225
1475198424,15:20:24,687.62,60,30.43,54,2.04,4.5,06:13:00,18:13:00,9/29/2016,15,9,32844.0,547.4,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20.25,91.125,2916,4.1616,925.9849,225
1475198118,15:15:18,697.66,61,30.42,53,34.85,11.25,06:13:00,18:13:00,9/29/2016,15,9,32538.000000000004,542.3000000000001,35.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,126.5625,1423.828125,2809,1214.5225,925.3764000000001,225
1475197821,15:10:21,716.27,61,30.42,44,11.08,7.87,06:13:00,18:13:00,9/29/2016,15,9,32241.000000000004,537.35,11.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,61.9369,487.44340300000005,1936,122.7664,925.3764000000001,225
1475197523,15:05:23,744.43,61,30.43,50,1.6,5.62,06:13:00,18:13:00,9/29/2016,15,9,31943.000000000004,532.3833333333334,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,2500,2.5600000000000005,925.9849,225
1475197330,15:02:10,612.34,61,30.42,53,345.21,7.87,06:13:00,18:13:00,9/29/2016,15,9,31750.000000000004,529.1666666666667,345.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,61.9369,487.44340300000005,2809,119169.94409999998,925.3764000000001,225
1475196921,14:55:21,760.9,61,30.42,50,165.42,4.5,06:13:00,18:13:00,9/29/2016,14,9,31341.000000000004,522.35,165.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20.25,91.125,2500,27363.776399999995,925.3764000000001,196
1475196621,14:50:21,773.71,61,30.42,57,30.3,6.75,06:13:00,18:13:00,9/29/2016,14,9,31041.000000000004,517.35,30.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,45.5625,307.546875,3249,918.09,925.3764000000001,196
1475196318,14:45:18,790.08,61,30.42,59,34.24,3.37,06:13:00,18:13:00,9/29/2016,14,9,30738.000000000004,512.3000000000001,34.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11.356900000000001,38.272753,3481,1172.3776,925.3764000000001,196
1475196023,14:40:23,804.28,61,30.42,59,19.11,7.87,06:13:00,18:13:00,9/29/2016,14,9,30443.000000000004,507.3833333333334,19.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,3481,365.1921,925.3764000000001,196
1475195724,14:35:24,818.82,61,30.42,53,84.61,6.75,06:13:00,18:13:00,9/29/2016,14,9,30144.000000000004,502.40000000000003,85.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,45.5625,307.546875,2809,7158.8521,925.3764000000001,196
1475195419,14:30:19,855.63,62,30.42,51,31.88,5.62,06:13:00,18:13:00,9/29/2016,14,9,29839.000000000004,497.3166666666667,32.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,2601,1016.3344,925.3764000000001,196
1475195120,14:25:20,875.16,62,30.42,58,149.48,3.37,06:13:00,18:13:00,9/29/2016,14,9,29540.000000000004,492.33333333333337,149.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11.356900000000001,38.272753,3364,22344.270399999998,925.3764000000001,196
1475194821,14:20:21,867.9,62,30.42,54,62.54,3.37,06:13:00,18:13:00,9/29/2016,14,9,29241.000000000004,487.3500000000001,63.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11.356900000000001,38.272753,2916,3911.2516,925.3764000000001,196
1475194527,14:15:27,872.67,62,30.43,58,39.59,5.62,06:13:00,18:13:00,9/29/2016,14,9,28947.0,482.45,40.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,3364,1567.3681000000004,925.9849,196
1475194220,14:10:20,890.52,62,30.43,50,122.13,4.5,06:13:00,18:13:00,9/29/2016,14,9,28640.0,477.3333333333333,122.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20.25,91.125,2500,14915.736899999998,925.9849,196
1475193619,14:00:19,911.06,62,30.43,53,65.07,7.87,06:13:00,18:13:00,9/29/2016,14,9,28039.0,467.31666666666666,65.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,2809,4234.104899999999,925.9849,196
1475193320,13:55:20,925.16,62,30.43,49,69.79,7.87,06:13:00,18:13:00,9/29/2016,13,9,27740.0,462.3333333333333,70.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,2401,4870.6441,925.9849,169
1475193020,13:50:20,933.15,62,30.43,47,346.87,5.62,06:13:00,18:13:00,9/29/2016,13,9,27440.0,457.3333333333333,347.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,2209,120318.7969,925.9849,169
1475192721,13:45:21,942.73,62,30.43,53,359.93,5.62,06:13:00,18:13:00,9/29/2016,13,9,27141.0,452.35,360.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,2809,129549.6049,925.9849,169
1475192421,13:40:21,955.74,62,30.43,50,9.92,4.5,06:13:00,18:13:00,9/29/2016,13,9,26841.0,447.35,10.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20.25,91.125,2500,98.4064,925.9849,169
1475192121,13:35:21,959.47,62,30.43,54,19.98,9.0,06:13:00,18:13:00,9/29/2016,13,9,26541.0,442.35,20.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,81.0,729.0,2916,399.2004,925.9849,169
1475191820,13:30:20,970.22,62,30.43,57,0.9,6.75,06:13:00,18:13:00,9/29/2016,13,9,26240.0,437.3333333333333,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,45.5625,307.546875,3249,0.81,925.9849,169
1475191518,13:25:18,974.87,62,30.43,54,19.13,11.25,06:13:00,18:13:00,9/29/2016,13,9,25938.0,432.3,19.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,126.5625,1423.828125,2916,365.95689999999996,925.9849,169
1475191220,13:20:20,985.22,62,30.44,53,61.93,7.87,06:13:00,18:13:00,9/29/2016,13,9,25640.0,427.3333333333333,62.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,2809,3835.3249,926.5936,169
1475190925,13:15:25,992.19,62,30.43,50,63.35,10.12,06:13:00,18:13:00,9/29/2016,13,9,25345.0,422.4166666666667,63.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,102.41439999999999,1036.4337279999997,2500,4013.2225000000003,925.9849,169
1475190622,13:10:22,997.26,62,30.44,56,171.18,7.87,06:13:00,18:13:00,9/29/2016,13,9,25042.0,417.3666666666667,171.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,3136,29302.5924,926.5936,169
1475190322,13:05:22,1004.6,62,30.44,54,45.65,7.87,06:13:00,18:13:00,9/29/2016,13,9,24742.0,412.3666666666667,46.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,2916,2083.9224999999997,926.5936,169
1475190019,13:00:19,1007.96,63,30.44,54,15.92,11.25,06:13:00,18:13:00,9/29/2016,13,9,24439.0,407.31666666666666,16.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,126.5625,1423.828125,2916,253.4464,926.5936,169
1475189722,12:55:22,1013.59,63,30.44,54,130.14,9.0,06:13:00,18:13:00,9/29/2016,12,9,24142.0,402.3666666666667,130.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,81.0,729.0,2916,16936.419599999997,926.5936,144
1475189420,12:50:20,1020.55,62,30.44,51,21.54,10.12,06:13:00,18:13:00,9/29/2016,12,9,23840.0,397.3333333333333,22.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,102.41439999999999,1036.4337279999997,2601,463.97159999999997,926.5936,144
1475189119,12:45:19,1025.63,62,30.44,45,70.89,15.75,06:13:00,18:13:00,9/29/2016,12,9,23539.0,392.31666666666666,71.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,248.0625,3906.984375,2025,5025.3921,926.5936,144
1475188820,12:40:20,1029.41,63,30.45,46,59.62,12.37,06:13:00,18:13:00,9/29/2016,12,9,23240.0,387.3333333333333,60.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,153.0169,1892.8190529999997,2116,3554.5443999999998,927.2025,144
1475188520,12:35:20,1034.46,63,30.45,43,79.08,7.87,06:13:00,18:13:00,9/29/2016,12,9,22940.0,382.3333333333333,79.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,1849,6253.6464,927.2025,144
1475188219,12:30:19,1033.54,63,30.45,43,359.46,5.62,06:13:00,18:13:00,9/29/2016,12,9,22639.0,377.31666666666666,359.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,1849,129211.49159999998,927.2025,144
1475187921,12:25:21,1039.06,63,30.45,40,59.89,4.5,06:13:00,18:13:00,9/29/2016,12,9,22341.0,372.35,60.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20.25,91.125,1600,3586.8121,927.2025,144
1475187620,12:20:20,1039.67,63,30.45,39,40.66,6.75,06:13:00,18:13:00,9/29/2016,12,9,22040.0,367.3333333333333,41.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,45.5625,307.546875,1521,1653.2355999999997,927.2025,144
1475187320,12:15:20,1037.76,64,30.46,41,20.44,14.62,06:13:00,18:13:00,9/29/2016,12,9,21740.0,362.3333333333333,20.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,213.74439999999998,3124.9431279999994,1681,417.7936,927.8116,144
1475187024,12:10:24,1039.52,64,30.45,41,40.4,13.5,06:13:00,18:13:00,9/29/2016,12,9,21444.0,357.4,40.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,182.25,2460.375,1681,1632.1599999999999,927.2025,144
1475186720,12:05:20,1040.14,63,30.45,41,117.62,4.5,06:13:00,18:13:00,9/29/2016,12,9,21140.0,352.3333333333333,118.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20.25,91.125,1681,13834.4644,927.2025,144
1475186427,12:00:27,1039.22,63,30.46,42,354.78,1.12,06:13:00,18:13:00,9/29/2016,12,9,20847.0,347.45,355.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.2544000000000002,1.4049280000000004,1764,125868.84839999997,927.8116,144
1475186120,11:55:20,1035.99,63,30.46,41,35.68,4.5,06:13:00,18:13:00,9/29/2016,11,9,20540.0,342.3333333333333,36.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20.25,91.125,1681,1273.0624,927.8116,121
1475185820,11:50:20,1033.49,63,30.46,39,350.0,5.62,06:13:00,18:13:00,9/29/2016,11,9,20240.0,337.3333333333333,350.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,1521,122500.0,927.8116,121
1475185518,11:45:18,1029.15,63,30.46,41,14.63,9.0,06:13:00,18:13:00,9/29/2016,11,9,19938.0,332.3,15.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,81.0,729.0,1681,214.03690000000003,927.8116,121
1475185220,11:40:20,1025.51,63,30.46,41,349.53,2.25,06:13:00,18:13:00,9/29/2016,11,9,19640.0,327.3333333333333,350.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.0625,11.390625,1681,122171.22089999999,927.8116,121
1475184919,11:35:19,1023.78,63,30.46,41,31.9,9.0,06:13:00,18:13:00,9/29/2016,11,9,19339.0,322.31666666666666,32.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,81.0,729.0,1681,1017.6099999999999,927.8116,121
1475184622,11:30:22,1017.57,63,30.47,37,339.83,3.37,06:13:00,18:13:00,9/29/2016,11,9,19042.0,317.3666666666667,340.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11.356900000000001,38.272753,1369,115484.42889999998,928.4209,121
1475184320,11:25:20,1013.93,63,30.47,34,67.14,11.25,06:13:00,18:13:00,9/29/2016,11,9,18740.0,312.3333333333333,67.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,126.5625,1423.828125,1156,4507.7796,928.4209,121
1475184021,11:20:21,1009.36,63,30.47,34,61.67,9.0,06:13:00,18:13:00,9/29/2016,11,9,18441.0,307.35,62.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,81.0,729.0,1156,3803.1889,928.4209,121
1475183722,11:15:22,1002.89,63,30.47,33,32.74,6.75,06:13:00,18:13:00,9/29/2016,11,9,18142.0,302.3666666666667,33.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,45.5625,307.546875,1089,1071.9076000000002,928.4209,121
1475183516,11:11:56,999.19,63,30.47,31,4.51,6.75,06:13:00,18:13:00,9/29/2016,11,9,17936.0,298.93333333333334,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,45.5625,307.546875,961,20.3401,928.4209,121
1475183122,11:05:22,987.02,62,30.47,36,38.9,10.12,06:13:00,18:13:00,9/29/2016,11,9,17542.0,292.3666666666667,39.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,102.41439999999999,1036.4337279999997,1296,1513.2099999999998,928.4209,121
1475182823,11:00:23,981.66,63,30.47,40,28.85,7.87,06:13:00,18:13:00,9/29/2016,11,9,17243.0,287.3833333333333,29.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,1600,832.3225000000001,928.4209,121
1475182521,10:55:21,973.79,63,30.47,35,114.97,5.62,06:13:00,18:13:00,9/29/2016,10,9,16941.0,282.35,115.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,1225,13218.1009,928.4209,100
1475182222,10:50:22,964.46,63,30.47,37,60.94,6.75,06:13:00,18:13:00,9/29/2016,10,9,16642.0,277.3666666666667,61.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,45.5625,307.546875,1369,3713.6836,928.4209,100
1475181920,10:45:20,957.02,62,30.47,40,37.85,7.87,06:13:00,18:13:00,9/29/2016,10,9,16340.000000000002,272.33333333333337,38.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,1600,1432.6225000000002,928.4209,100
1475181622,10:40:22,946.32,62,30.47,44,38.03,11.25,06:13:00,18:13:00,9/29/2016,10,9,16042.000000000002,267.3666666666667,38.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,126.5625,1423.828125,1936,1446.2809,928.4209,100
1475181322,10:35:22,933.08,62,30.47,45,37.37,11.25,06:13:00,18:13:00,9/29/2016,10,9,15742.000000000002,262.3666666666667,37.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,126.5625,1423.828125,2025,1396.5168999999999,928.4209,100
1475181021,10:30:21,926.79,62,30.47,43,10.44,5.62,06:13:00,18:13:00,9/29/2016,10,9,15441.000000000002,257.35,10.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,1849,108.99359999999999,928.4209,100
1475180719,10:25:19,915.84,62,30.47,42,5.51,11.25,06:13:00,18:13:00,9/29/2016,10,9,15139.000000000002,252.3166666666667,6.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,126.5625,1423.828125,1764,30.3601,928.4209,100
1475180419,10:20:19,901.65,62,30.47,42,24.74,9.0,06:13:00,18:13:00,9/29/2016,10,9,14839.000000000002,247.3166666666667,25.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,81.0,729.0,1764,612.0676,928.4209,100
1475180123,10:15:23,899.53,61,30.47,46,37.67,7.87,06:13:00,18:13:00,9/29/2016,10,9,14543.0,242.38333333333333,38.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,2116,1419.0289,928.4209,100
1475179820,10:10:20,878.76,62,30.47,49,61.93,7.87,06:13:00,18:13:00,9/29/2016,10,9,14240.0,237.33333333333334,62.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,2401,3835.3249,928.4209,100
1475179523,10:05:23,867.98,61,30.47,44,359.93,6.75,06:13:00,18:13:00,9/29/2016,10,9,13943.0,232.38333333333333,360.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,45.5625,307.546875,1936,129549.6049,928.4209,100
1475179225,10:00:25,855.89,62,30.47,41,26.99,7.87,06:13:00,18:13:00,9/29/2016,10,9,13645.0,227.41666666666666,27.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,1681,728.4600999999999,928.4209,100
1475178921,09:55:21,841.52,61,30.47,42,21.37,9.0,06:13:00,18:13:00,9/29/2016,9,9,13341.0,222.35,21.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,81.0,729.0,1764,456.67690000000005,928.4209,81
1475178622,09:50:22,830.19,62,30.47,38,52.73,10.12,06:13:00,18:13:00,9/29/2016,9,9,13042.0,217.36666666666667,53.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,102.41439999999999,1036.4337279999997,1444,2780.4528999999998,928.4209,81
1475178319,09:45:19,815.1,62,30.47,39,61.67,6.75,06:13:00,18:13:00,9/29/2016,9,9,12739.0,212.31666666666666,62.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,45.5625,307.546875,1521,3803.1889,928.4209,81
1475178020,09:40:20,799.29,62,30.47,41,42.59,5.62,06:13:00,18:13:00,9/29/2016,9,9,12440.0,207.33333333333334,43.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,1681,1813.9081000000003,928.4209,81
